Date,Qt-1,Pt,Qt
1999-06-03,2.37,0.0,2.31
1999-06-04,2.31,0.0,2.31
1999-06-05,2.31,0.076,2.31
1999-06-06,2.31,0.0,2.19
1999-06-07,2.19,0.919,2.19
1999-06-08,2.19,0.152,2.13
1999-06-09,2.13,0.0,2.13
1999-06-10,2.13,0.0,2.13
1999-06-11,2.13,0.0,2.08
1999-06-12,2.08,0.0,2.02
1999-06-13,2.02,0.0,2.13
1999-06-14,2.13,0.0,2.08
1999-06-15,2.08,0.19,2.08
1999-06-16,2.08,0.0,2.13
1999-06-17,2.13,0.0,2.08
1999-06-18,2.08,0.0,2.08
1999-06-19,2.08,0.021,2.08
1999-06-20,2.08,0.0,2.08
1999-06-21,2.08,0.0,2.02
1999-06-22,2.02,0.0,2.02
1999-06-23,2.02,0.0,1.84
1999-06-24,1.84,0.021,1.84
1999-06-25,1.84,2.236,2.08
1999-06-26,2.08,0.0,1.96
1999-06-27,1.96,0.0,2.19
1999-06-28,2.19,0.0,2.13
1999-06-29,2.13,0.0,2.13
1999-06-30,2.13,0.0,2.13
1999-07-01,2.13,0.205,2.08
1999-07-02,2.08,0.0,2.08
1999-07-03,2.08,0.0,1.96
1999-07-04,1.96,0.0,1.96
1999-07-05,1.96,0.0,1.96
1999-07-06,1.96,0.0,1.9
1999-07-07,1.9,0.0,1.9
1999-07-08,1.9,0.202,1.9
1999-07-09,1.9,0.076,1.9
1999-07-10,1.9,0.0,1.84
1999-07-11,1.84,0.0,1.78
1999-07-12,1.78,19.359,3.73
1999-07-13,3.73,6.253,3.7
1999-07-14,3.7,23.578,4.6
1999-07-15,4.6,0.0,2.89
1999-07-16,2.89,4.793,2.52
1999-07-17,2.52,0.0,2.28
1999-07-18,2.28,0.0,2.13
1999-07-19,2.13,0.0,1.9
1999-07-20,1.9,0.0,1.84
1999-07-21,1.84,0.0,1.78
1999-07-22,1.78,0.0,1.78
1999-07-23,1.78,0.0,1.67
1999-07-24,1.67,0.0,1.67
1999-07-25,1.67,1.3299999999999998,1.67
1999-07-26,1.67,0.0,1.78
1999-07-27,1.78,0.0,1.78
1999-07-28,1.78,0.0,1.78
1999-07-29,1.78,0.0,1.78
1999-07-30,1.78,0.0,1.72
1999-07-31,1.72,0.0,1.72
1999-08-01,1.72,0.0,1.72
1999-08-02,1.72,0.0,1.47
1999-08-03,1.47,0.0,1.47
1999-08-04,1.47,0.0,1.42
1999-08-05,1.42,0.0,1.37
1999-08-06,1.37,0.0,1.37
1999-08-07,1.37,14.729,2.21
1999-08-08,2.21,32.833,6.16
1999-08-09,6.16,0.164,1.9
1999-08-10,1.9,0.0,1.78
1999-08-11,1.78,0.0,1.72
1999-08-12,1.72,0.0,1.72
1999-08-13,1.72,0.0,1.72
1999-08-14,1.72,3.36,1.78
1999-08-15,1.78,0.0,1.67
1999-08-16,1.67,0.0,1.57
1999-08-17,1.57,0.0,1.57
1999-08-18,1.57,0.0,1.52
1999-08-19,1.52,0.0,1.57
1999-08-20,1.57,0.0,1.52
1999-08-21,1.52,0.0,1.52
1999-08-22,1.52,0.0,1.52
1999-08-23,1.52,0.0,1.52
1999-08-24,1.52,0.0,1.52
1999-08-25,1.52,0.504,1.57
1999-08-26,1.57,0.735,1.62
1999-08-27,1.62,5.163,1.9
1999-08-28,1.9,3.047,1.67
1999-08-29,1.67,5.27,2.16
1999-08-30,2.16,1.481,2.34
1999-08-31,2.34,4.792999999999999,2.72
1999-09-01,2.72,3.579,2.16
1999-09-02,2.16,0.021,1.9
1999-09-03,1.9,1.99,2.67
1999-09-04,2.67,11.422,15.2
1999-09-05,15.2,15.712,11.3
1999-09-06,11.3,3.58,6.19
1999-09-07,6.19,0.021,3.7
1999-09-08,3.7,0.0,2.63
1999-09-09,2.63,0.0,2.31
1999-09-10,2.31,0.0,2.02
1999-09-11,2.02,0.995,2.13
1999-09-12,2.13,0.252,2.02
1999-09-13,2.02,0.2259999999999999,2.25
1999-09-14,2.25,0.936,2.25
1999-09-15,2.25,0.562,2.67
1999-09-16,2.67,15.973999999999998,12.3
1999-09-17,12.3,14.598999999999998,20.8
1999-09-18,20.8,1.16,14.2
1999-09-19,14.2,0.265,9.14
1999-09-20,9.14,4.142,9.01
1999-09-21,9.01,3.462,11.2
1999-09-22,11.2,10.884,16.7
1999-09-23,16.7,11.67,20.2
1999-09-24,20.2,0.19,8.09
1999-09-25,8.09,0.19,4.91
1999-09-26,4.91,11.587,6.16
1999-09-27,6.16,3.99,8.33
1999-09-28,8.33,0.0,5.34
1999-09-29,5.34,0.0,4.07
1999-09-30,4.07,0.0,3.22
1999-10-01,3.22,0.0,2.85
1999-10-02,2.85,0.0,2.64
1999-10-03,2.64,0.0,2.56
1999-10-04,2.56,0.0,2.27
1999-10-05,2.27,0.0,2.2
1999-10-06,2.2,0.0,2.2
1999-10-07,2.2,0.0,2.0
1999-10-08,2.0,0.0,1.96
1999-10-09,1.96,0.0,2.05
1999-10-10,2.05,0.0,2.05
1999-10-11,2.05,1.52,2.05
1999-10-12,2.05,10.531,2.64
1999-10-13,2.64,13.885,3.97
1999-10-14,3.97,0.0,2.63
1999-10-15,2.63,0.0,2.27
1999-10-16,2.27,0.0,2.12
1999-10-17,2.12,0.0,2.05
1999-10-18,2.05,0.0,1.96
1999-10-19,1.96,1.624,1.96
1999-10-20,1.96,2.7,2.12
1999-10-21,2.12,0.19,2.05
1999-10-22,2.05,0.0,2.12
1999-10-23,2.12,1.959,2.08
1999-10-24,2.08,20.578,9.19
1999-10-25,9.19,35.088,23.1
1999-10-26,23.1,27.985,33.0
1999-10-27,33.0,2.23,20.1
1999-10-28,20.1,0.0,9.11
1999-10-29,9.11,0.0,5.22
1999-10-30,5.22,0.0,3.75
1999-10-31,3.75,12.366,3.9
1999-11-01,3.9,21.196,15.0
1999-11-02,15.0,0.205,9.0
1999-11-03,9.0,0.0,6.1
1999-11-04,6.1,0.0,4.94
1999-11-05,4.94,0.3309999999999999,4.37
1999-11-06,4.37,1.051,4.12
1999-11-07,4.12,0.211,4.12
1999-11-08,4.12,0.6020000000000001,3.67
1999-11-09,3.67,2.201,4.0
1999-11-10,4.0,15.671999999999995,10.9
1999-11-11,10.9,17.429000000000002,15.0
1999-11-12,15.0,0.935,11.0
1999-11-13,11.0,0.0,9.13
1999-11-14,9.13,0.0,9.02
1999-11-15,9.02,0.0,10.1
1999-11-16,10.1,0.38,8.94
1999-11-17,8.94,2.998,8.15
1999-11-18,8.15,0.147,7.08
1999-11-19,7.08,0.076,5.91
1999-11-20,5.91,1.082,5.22
1999-11-21,5.22,2.316,5.42
1999-11-22,5.42,1.088,5.03
1999-11-23,5.03,0.284,4.64
1999-11-24,4.64,0.021,4.05
1999-11-25,4.05,0.0,3.82
1999-11-26,3.82,17.828000000000003,5.85
1999-11-27,5.85,20.792,9.13
1999-11-28,9.13,0.7190000000000001,7.17
1999-11-29,7.17,0.0,5.71
1999-11-30,5.71,0.0,4.93
1999-12-01,4.93,0.0,4.54
1999-12-02,4.54,0.0,4.2
1999-12-03,4.2,0.0,3.9
1999-12-04,3.9,0.0,3.97
1999-12-05,3.97,0.3989999999999999,3.82
1999-12-06,3.82,0.0,3.75
1999-12-07,3.75,0.0,3.67
1999-12-08,3.67,0.0,3.75
1999-12-09,3.75,0.76,3.52
1999-12-10,3.52,5.994,4.12
1999-12-11,4.12,0.0,3.97
1999-12-12,3.97,0.0,3.97
1999-12-13,3.97,1.55,3.9
1999-12-14,3.9,0.084,3.82
1999-12-15,3.82,2.66,3.6
1999-12-16,3.6,4.196,3.67
1999-12-17,3.67,0.021,3.52
1999-12-18,3.52,0.0,3.3
1999-12-19,3.3,0.0,3.22
1999-12-20,3.22,0.0,3.22
1999-12-21,3.22,0.0,3.15
1999-12-22,3.15,0.0,3.0
1999-12-23,3.0,0.0,3.0
1999-12-24,3.0,4.742999999999999,3.15
1999-12-25,3.15,0.814,2.85
1999-12-26,2.85,0.0,2.85
1999-12-27,2.85,0.0,2.61
1999-12-28,2.61,0.0,2.39
1999-12-29,2.39,0.0,2.39
1999-12-30,2.39,0.0,2.39
1999-12-31,2.39,0.0,2.39
2000-01-01,2.39,0.0,2.39
2000-01-02,2.39,0.0,2.39
2000-01-03,2.39,0.0,2.27
2000-01-04,2.27,0.76,2.27
2000-01-05,2.27,9.036,2.39
2000-01-06,2.39,13.688999999999998,3.18
2000-01-07,3.18,3.53,4.05
2000-01-08,4.05,0.21,3.82
2000-01-09,3.82,0.0,3.22
2000-01-10,3.22,0.2659999999999999,2.79
2000-01-11,2.79,7.529,3.02
2000-01-12,3.02,14.046999999999995,3.9
2000-01-13,3.9,3.743,3.22
2000-01-14,3.22,8.192,3.3
2000-01-15,3.3,7.644,3.52
2000-01-16,3.52,13.278,3.82
2000-01-17,3.82,1.64,3.82
2000-01-18,3.82,0.76,3.6
2000-01-19,3.6,0.0,5.54
2000-01-20,5.54,0.0,7.52
2000-01-21,7.52,8.82,7.37
2000-01-22,7.37,2.143,4.8
2000-01-23,4.8,0.0,4.2
2000-01-24,4.2,0.147,3.97
2000-01-25,3.97,0.0,4.12
2000-01-26,4.12,0.0,6.05
2000-01-27,6.05,5.953,6.59
2000-01-28,6.59,8.774000000000001,5.22
2000-01-29,5.22,0.416,4.27
2000-01-30,4.27,0.0,4.05
2000-01-31,4.05,0.0,4.05
2000-02-01,4.05,0.0,4.12
2000-02-02,4.12,0.205,3.82
2000-02-03,3.82,0.0,3.45
2000-02-04,3.45,0.0,3.37
2000-02-05,3.37,0.636,3.45
2000-02-06,3.45,5.202,3.45
2000-02-07,3.45,13.623,3.75
2000-02-08,3.75,0.205,3.52
2000-02-09,3.52,0.0,3.6
2000-02-10,3.6,0.0,3.75
2000-02-11,3.75,0.0,4.2
2000-02-12,4.2,0.0,4.27
2000-02-13,4.27,3.981,4.2
2000-02-14,4.2,5.765,4.12
2000-02-15,4.12,0.021,3.82
2000-02-16,3.82,0.0,4.05
2000-02-17,4.05,1.52,4.93
2000-02-18,4.93,1.505,5.81
2000-02-19,5.81,0.0,4.94
2000-02-20,4.94,0.19,4.44
2000-02-21,4.44,0.0,4.37
2000-02-22,4.37,0.0,4.12
2000-02-23,4.12,0.0,4.2
2000-02-24,4.2,0.525,4.44
2000-02-25,4.44,8.769,4.44
2000-02-26,4.44,2.975,4.64
2000-02-27,4.64,0.0,4.54
2000-02-28,4.54,4.433,4.44
2000-02-29,4.44,9.596,4.64
2000-03-01,4.64,0.615,4.54
2000-03-02,4.54,21.562,5.66
2000-03-03,5.66,0.373,5.9
2000-03-04,5.9,0.0,6.88
2000-03-05,6.88,0.0,7.69
2000-03-06,7.69,0.0,8.7
2000-03-07,8.7,0.76,9.32
2000-03-08,9.32,6.334999999999999,8.52
2000-03-09,8.52,6.788,7.76
2000-03-10,7.76,0.0,7.07
2000-03-11,7.07,0.0,9.09
2000-03-12,9.09,2.61,7.53
2000-03-13,7.53,2.66,6.3
2000-03-14,6.3,7.433,6.4
2000-03-15,6.4,3.757,5.71
2000-03-16,5.71,0.0,5.86
2000-03-17,5.86,0.0,7.03
2000-03-18,7.03,0.0,8.06
2000-03-19,8.06,0.0,12.1
2000-03-20,12.1,0.0,11.8
2000-03-21,11.8,0.0,10.7
2000-03-22,10.7,2.68,11.8
2000-03-23,11.8,11.465,13.2
2000-03-24,13.2,40.08,18.1
2000-03-25,18.1,9.178,15.7
2000-03-26,15.7,1.8240000000000005,14.4
2000-03-27,14.4,0.504,13.8
2000-03-28,13.8,0.0,13.6
2000-03-29,13.6,0.0,13.3
2000-03-30,13.3,0.0,12.2
2000-03-31,12.2,0.0,11.0
2000-04-01,11.0,0.063,10.8
2000-04-02,10.8,0.0,10.8
2000-04-03,10.8,0.0,10.7
2000-04-04,10.7,0.0,11.0
2000-04-05,11.0,0.0,9.89
2000-04-06,9.89,1.33,9.26
2000-04-07,9.26,0.4919999999999999,9.06
2000-04-08,9.06,0.19,8.81
2000-04-09,8.81,0.269,7.81
2000-04-10,7.81,2.654,7.22
2000-04-11,7.22,0.0,6.1
2000-04-12,6.1,0.0,5.91
2000-04-13,5.91,0.0,5.71
2000-04-14,5.71,0.0,5.81
2000-04-15,5.81,0.0,5.91
2000-04-16,5.91,0.0,5.32
2000-04-17,5.32,0.0,5.03
2000-04-18,5.03,0.0,4.93
2000-04-19,4.93,0.0,4.83
2000-04-20,4.83,0.097,4.64
2000-04-21,4.64,7.135,5.37
2000-04-22,5.37,0.021,4.64
2000-04-23,4.64,0.669,4.35
2000-04-24,4.35,0.0,4.12
2000-04-25,4.12,0.076,4.05
2000-04-26,4.05,0.082,3.9
2000-04-27,3.9,0.0,3.75
2000-04-28,3.75,0.0,3.75
2000-04-29,3.75,0.0,3.67
2000-04-30,3.67,0.41,3.75
2000-05-01,3.75,0.546,3.6
2000-05-02,3.6,0.0,3.52
2000-05-03,3.52,1.1820000000000002,3.45
2000-05-04,3.45,8.94,3.9
2000-05-05,3.9,3.554,3.82
2000-05-06,3.82,0.991,3.97
2000-05-07,3.97,0.076,3.75
2000-05-08,3.75,6.838,3.75
2000-05-09,3.75,10.534,5.32
2000-05-10,5.32,0.0,4.2
2000-05-11,4.2,0.0,3.9
2000-05-12,3.9,0.0,3.75
2000-05-13,3.75,0.38,3.52
2000-05-14,3.52,1.513,3.6
2000-05-15,3.6,0.8879999999999999,3.6
2000-05-16,3.6,0.021,3.52
2000-05-17,3.52,0.8360000000000001,3.45
2000-05-18,3.45,3.342,3.52
2000-05-19,3.52,3.676,3.9
2000-05-20,3.9,0.37,4.12
2000-05-21,4.12,0.076,3.67
2000-05-22,3.67,0.0,3.45
2000-05-23,3.45,0.0,3.3
2000-05-24,3.3,0.0,3.22
2000-05-25,3.22,0.0,3.07
2000-05-26,3.07,0.0,3.15
2000-05-27,3.15,0.0,3.0
2000-05-28,3.0,0.0,3.0
2000-05-29,3.0,0.0,2.92
2000-05-30,2.92,0.0,2.92
2000-05-31,2.92,0.0,2.85
2000-06-01,2.85,3.762,2.85
2000-06-02,2.85,0.0,2.74
2000-06-03,2.74,0.0,2.67
2000-06-04,2.67,0.0,2.39
2000-06-05,2.39,0.0,2.33
2000-06-06,2.33,0.0,2.27
2000-06-07,2.27,0.0,2.27
2000-06-08,2.27,0.0,2.22
2000-06-09,2.22,3.23,2.16
2000-06-10,2.16,11.725,2.85
2000-06-11,2.85,6.049,2.62
2000-06-12,2.62,8.904,3.6
2000-06-13,3.6,2.058,2.95
2000-06-14,2.95,6.063000000000001,3.66
2000-06-15,3.66,5.952,3.85
2000-06-16,3.85,0.0,2.94
2000-06-17,2.94,0.0,2.57
2000-06-18,2.57,0.0,2.5
2000-06-19,2.5,0.19,2.33
2000-06-20,2.33,2.886,2.5
2000-06-21,2.5,3.83,2.62
2000-06-22,2.62,0.63,2.56
2000-06-23,2.56,0.473,2.44
2000-06-24,2.44,1.842,2.44
2000-06-25,2.44,0.076,2.22
2000-06-26,2.22,0.076,2.22
2000-06-27,2.22,0.0,2.15
2000-06-28,2.15,0.0,2.04
2000-06-29,2.04,0.0,2.04
2000-06-30,2.04,0.0,1.98
2000-07-01,1.98,0.0,1.98
2000-07-02,1.98,0.0,1.87
2000-07-03,1.87,0.0,1.87
2000-07-04,1.87,0.063,1.87
2000-07-05,1.87,0.0,1.87
2000-07-06,1.87,0.0,1.81
2000-07-07,1.81,0.494,1.76
2000-07-08,1.76,1.4620000000000002,1.81
2000-07-09,1.81,0.914,1.81
2000-07-10,1.81,0.205,1.93
2000-07-11,1.93,0.5700000000000001,1.86
2000-07-12,1.86,0.997,1.86
2000-07-13,1.86,1.319,1.98
2000-07-14,1.98,0.0,1.93
2000-07-15,1.93,0.0,1.93
2000-07-16,1.93,0.0,2.04
2000-07-17,2.04,0.0,2.04
2000-07-18,2.04,0.0,2.04
2000-07-19,2.04,0.0,1.87
2000-07-20,1.87,0.0,1.87
2000-07-21,1.87,0.0,1.87
2000-07-22,1.87,0.0,1.81
2000-07-23,1.81,0.0,1.81
2000-07-24,1.81,0.0,1.81
2000-07-25,1.81,0.0,1.81
2000-07-26,1.81,0.0,1.81
2000-07-27,1.81,0.0,1.81
2000-07-28,1.81,0.0,1.81
2000-07-29,1.81,0.0,1.81
2000-07-30,1.81,0.0,1.81
2000-07-31,1.81,0.0,1.81
2000-08-01,1.81,0.0,1.81
2000-08-02,1.81,0.0,1.81
2000-08-03,1.81,0.19,1.81
2000-08-04,1.81,12.719,1.87
2000-08-05,1.87,7.779,2.54
2000-08-06,2.54,0.6300000000000001,2.1
2000-08-07,2.1,0.0,1.87
2000-08-08,1.87,0.0,1.76
2000-08-09,1.76,0.0,1.66
2000-08-10,1.66,0.19,1.66
2000-08-11,1.66,0.0,1.59
2000-08-12,1.59,0.0,1.66
2000-08-13,1.66,0.0,1.7
2000-08-14,1.7,0.0,1.7
2000-08-15,1.7,0.0,1.62
2000-08-16,1.62,0.0,1.66
2000-08-17,1.66,0.0,1.66
2000-08-18,1.66,0.19,1.81
2000-08-19,1.81,0.063,1.76
2000-08-20,1.76,0.0,1.81
2000-08-21,1.81,0.0,1.81
2000-08-22,1.81,0.0,1.75
2000-08-23,1.75,0.076,1.75
2000-08-24,1.75,0.0,1.7
2000-08-25,1.7,0.063,1.75
2000-08-26,1.75,8.4,1.98
2000-08-27,1.98,0.4829999999999999,1.75
2000-08-28,1.75,0.0,1.7
2000-08-29,1.7,8.395,2.1
2000-08-30,2.1,4.197,2.1
2000-08-31,2.1,2.719,2.15
2000-09-01,2.15,7.902,2.78
2000-09-02,2.78,2.528,2.44
2000-09-03,2.44,0.252,2.15
2000-09-04,2.15,0.0,1.92
2000-09-05,1.92,0.0,1.98
2000-09-06,1.98,0.0,1.81
2000-09-07,1.81,0.0,1.81
2000-09-08,1.81,1.33,1.75
2000-09-09,1.75,11.729,2.97
2000-09-10,2.97,12.433,2.79
2000-09-11,2.79,8.886,9.4
2000-09-12,9.4,0.0,3.49
2000-09-13,3.49,0.0,2.68
2000-09-14,2.68,0.042,2.27
2000-09-15,2.27,0.336,2.15
2000-09-16,2.15,0.038,1.82
2000-09-17,1.82,2.474,1.81
2000-09-18,1.81,2.8950000000000005,1.76
2000-09-19,1.76,6.3,2.82
2000-09-20,2.82,9.617,7.88
2000-09-21,7.88,0.168,4.71
2000-09-22,4.71,0.0,3.06
2000-09-23,3.06,3.15,2.4
2000-09-24,2.4,2.037,2.07
2000-09-25,2.07,0.252,1.96
2000-09-26,1.96,1.008,1.87
2000-09-27,1.87,0.063,1.83
2000-09-28,1.83,7.971999999999999,1.9
2000-09-29,1.9,6.952999999999999,2.67
2000-09-30,2.67,7.619,3.17
2000-10-01,3.17,4.798,6.5
2000-10-02,6.5,0.2279999999999999,6.97
2000-10-03,6.97,1.18,4.25
2000-10-04,4.25,8.027,3.22
2000-10-05,3.22,0.4,2.89
2000-10-06,2.89,0.042,2.56
2000-10-07,2.56,0.632,2.23
2000-10-08,2.23,1.372,2.12
2000-10-09,2.12,0.0,1.84
2000-10-10,1.84,0.0,1.64
2000-10-11,1.64,0.0,1.48
2000-10-12,1.48,0.0,1.39
2000-10-13,1.39,8.889,3.24
2000-10-14,3.24,11.78,21.7
2000-10-15,21.7,5.26,13.3
2000-10-16,13.3,0.021,6.54
2000-10-17,6.54,1.815,4.44
2000-10-18,4.44,0.126,3.66
2000-10-19,3.66,1.428,3.28
2000-10-20,3.28,3.435,4.44
2000-10-21,4.44,2.675,6.99
2000-10-22,6.99,1.584,5.12
2000-10-23,5.12,0.8200000000000001,4.13
2000-10-24,4.13,4.728,4.61
2000-10-25,4.61,3.94,4.95
2000-10-26,4.95,10.415,4.82
2000-10-27,4.82,26.16,15.5
2000-10-28,15.5,1.252,12.5
2000-10-29,12.5,0.0,5.72
2000-10-30,5.72,0.0,4.48
2000-10-31,4.48,2.813,4.15
2000-11-01,4.15,34.143,23.8
2000-11-02,23.8,3.059,23.3
2000-11-03,23.3,0.0,9.7
2000-11-04,9.7,0.0,6.63
2000-11-05,6.63,6.281000000000001,19.1
2000-11-06,19.1,18.83,11.8
2000-11-07,11.8,0.585,7.83
2000-11-08,7.83,0.899,7.35
2000-11-09,7.35,10.831,8.7
2000-11-10,8.7,3.786,7.36
2000-11-11,7.36,0.0,6.63
2000-11-12,6.63,0.0,8.08
2000-11-13,8.08,3.194,10.9
2000-11-14,10.9,6.263,12.8
2000-11-15,12.8,4.083,14.2
2000-11-16,14.2,7.432,10.8
2000-11-17,10.8,0.0,7.61
2000-11-18,7.61,0.0,5.86
2000-11-19,5.86,0.0,4.7
2000-11-20,4.7,0.252,4.31
2000-11-21,4.31,0.105,3.93
2000-11-22,3.93,0.063,3.55
2000-11-23,3.55,0.0,3.24
2000-11-24,3.24,1.543,3.3
2000-11-25,3.3,1.278,3.18
2000-11-26,3.18,0.0,3.06
2000-11-27,3.06,0.0,3.18
2000-11-28,3.18,0.42,3.12
2000-11-29,3.12,0.101,3.12
2000-11-30,3.12,0.0,3.12
2000-12-01,3.12,0.547,3.06
2000-12-02,3.06,0.0,2.94
2000-12-03,2.94,0.042,3.0
2000-12-04,3.0,0.0,3.0
2000-12-05,3.0,0.021,2.94
2000-12-06,2.94,0.0,2.88
2000-12-07,2.88,0.4349999999999999,2.77
2000-12-08,2.77,7.543,2.95
2000-12-09,2.95,13.579999999999998,5.73
2000-12-10,5.73,15.078,10.2
2000-12-11,10.2,9.961,8.83
2000-12-12,8.83,0.441,7.41
2000-12-13,7.41,0.0,5.37
2000-12-14,5.37,0.0,4.51
2000-12-15,4.51,6.379,5.28
2000-12-16,5.28,0.0,5.09
2000-12-17,5.09,0.0,4.12
2000-12-18,4.12,0.0,5.18
2000-12-19,5.18,0.0,5.18
2000-12-20,5.18,0.118,5.09
2000-12-21,5.09,0.042,4.41
2000-12-22,4.41,4.287,3.64
2000-12-23,3.64,0.0,3.24
2000-12-24,3.24,0.021,3.06
2000-12-25,3.06,1.714,3.12
2000-12-26,3.12,0.21,3.18
2000-12-27,3.18,0.0,3.0
2000-12-28,3.0,0.0,2.83
2000-12-29,2.83,0.0,2.77
2000-12-30,2.77,0.0,2.59
2000-12-31,2.59,0.0,2.53
2001-01-01,2.53,0.0,2.41
2001-01-02,2.41,0.0,2.47
2001-01-03,2.47,0.0,2.77
2001-01-04,2.77,0.08,2.88
2001-01-05,2.88,0.021,2.77
2001-01-06,2.77,0.0,2.83
2001-01-07,2.83,0.0,2.77
2001-01-08,2.77,0.0,2.83
2001-01-09,2.83,0.0,2.77
2001-01-10,2.77,0.0,2.71
2001-01-11,2.71,0.0,2.65
2001-01-12,2.65,0.0,2.65
2001-01-13,2.65,0.0,2.65
2001-01-14,2.65,0.0,2.65
2001-01-15,2.65,1.7919999999999998,2.65
2001-01-16,2.65,1.003,2.65
2001-01-17,2.65,0.261,2.59
2001-01-18,2.59,6.002,2.59
2001-01-19,2.59,3.896,2.77
2001-01-20,2.77,6.201,3.12
2001-01-21,3.12,3.98,3.06
2001-01-22,3.06,0.0,2.94
2001-01-23,2.94,6.986000000000001,3.06
2001-01-24,3.06,20.501,3.24
2001-01-25,3.24,4.256,3.24
2001-01-26,3.24,23.961,3.12
2001-01-27,3.12,6.236,3.18
2001-01-28,3.18,0.0,2.94
2001-01-29,2.94,0.0,3.0
2001-01-30,3.0,0.0,3.12
2001-01-31,3.12,0.0,4.8
2001-02-01,4.8,0.0,11.2
2001-02-02,11.2,0.0,15.7
2001-02-03,15.7,0.0,14.1
2001-02-04,14.1,1.39,13.0
2001-02-05,13.0,2.616,9.73
2001-02-06,9.73,0.084,6.94
2001-02-07,6.94,0.0,5.47
2001-02-08,5.47,1.729,4.89
2001-02-09,4.89,0.3219999999999999,4.8
2001-02-10,4.8,0.315,4.61
2001-02-11,4.61,0.0,4.51
2001-02-12,4.51,0.0,4.61
2001-02-13,4.61,0.0,4.61
2001-02-14,4.61,0.0,4.22
2001-02-15,4.22,0.921,4.7
2001-02-16,4.7,1.146,4.89
2001-02-17,4.89,0.4919999999999999,4.51
2001-02-18,4.51,2.553,4.89
2001-02-19,4.89,0.0,4.41
2001-02-20,4.41,0.0,4.89
2001-02-21,4.89,1.01,6.15
2001-02-22,6.15,0.1649999999999999,4.89
2001-02-23,4.89,0.0,3.74
2001-02-24,3.74,0.0,3.93
2001-02-25,3.93,0.0,4.31
2001-02-26,4.31,0.0,5.38
2001-02-27,5.38,0.0,5.86
2001-02-28,5.86,0.0,6.24
2001-03-01,6.24,0.273,6.34
2001-03-02,6.34,0.168,5.38
2001-03-03,5.38,0.606,8.08
2001-03-04,8.08,0.168,6.65
2001-03-05,6.65,0.0,5.18
2001-03-06,5.18,0.0,4.8
2001-03-07,4.8,0.105,5.09
2001-03-08,5.09,1.725,4.89
2001-03-09,4.89,9.189,5.08
2001-03-10,5.08,10.503,5.09
2001-03-11,5.09,1.5379999999999998,4.99
2001-03-12,4.99,0.0,4.41
2001-03-13,4.41,0.0,5.09
2001-03-14,5.09,0.0,6.24
2001-03-15,6.24,0.0,6.05
2001-03-16,6.05,0.304,5.76
2001-03-17,5.76,1.6089999999999998,5.18
2001-03-18,5.18,0.0,4.03
2001-03-19,4.03,0.0,3.55
2001-03-20,3.55,0.0,3.18
2001-03-21,3.18,0.0,3.0
2001-03-22,3.0,0.0,2.96
2001-03-23,2.96,0.0,3.18
2001-03-24,3.18,0.0,3.18
2001-03-25,3.18,36.193,6.44
2001-03-26,6.44,2.184,7.26
2001-03-27,7.26,0.0,6.92
2001-03-28,6.92,0.0,6.43
2001-03-29,6.43,0.0,5.09
2001-03-30,5.09,7.603,5.37
2001-03-31,5.37,2.244,6.72
2001-04-01,6.72,0.63,6.34
2001-04-02,6.34,0.021,5.47
2001-04-03,5.47,0.0,4.89
2001-04-04,4.89,0.082,4.12
2001-04-05,4.12,0.122,3.55
2001-04-06,3.55,0.0,3.24
2001-04-07,3.24,3.17,3.12
2001-04-08,3.12,8.181000000000001,3.39
2001-04-09,3.39,20.651,10.8
2001-04-10,10.8,3.912,13.5
2001-04-11,13.5,0.0,7.73
2001-04-12,7.73,0.118,6.05
2001-04-13,6.05,0.205,4.9
2001-04-14,4.9,0.0,4.12
2001-04-15,4.12,0.0,3.83
2001-04-16,3.83,0.0,3.64
2001-04-17,3.64,0.442,3.64
2001-04-18,3.64,0.021,3.74
2001-04-19,3.74,0.0,3.64
2001-04-20,3.64,1.415,3.45
2001-04-21,3.45,0.604,3.45
2001-04-22,3.45,0.0,3.24
2001-04-23,3.24,0.0,3.06
2001-04-24,3.06,0.063,2.94
2001-04-25,2.94,0.19,3.0
2001-04-26,3.0,8.082,3.24
2001-04-27,3.24,1.298,3.06
2001-04-28,3.06,0.29,2.94
2001-04-29,2.94,0.0,2.88
2001-04-30,2.88,0.0,2.71
2001-05-01,2.71,2.506,2.71
2001-05-02,2.71,6.57,2.65
2001-05-03,2.65,6.768,3.82
2001-05-04,3.82,0.477,2.89
2001-05-05,2.89,0.902,2.65
2001-05-06,2.65,0.076,2.77
2001-05-07,2.77,0.0,2.71
2001-05-08,2.71,0.19,2.59
2001-05-09,2.59,0.0,2.42
2001-05-10,2.42,0.0,2.42
2001-05-11,2.42,0.325,2.59
2001-05-12,2.59,0.328,2.59
2001-05-13,2.59,0.0,2.71
2001-05-14,2.71,0.0,2.65
2001-05-15,2.65,0.0,2.59
2001-05-16,2.59,3.459,2.59
2001-05-17,2.59,4.0280000000000005,2.71
2001-05-18,2.71,0.961,2.65
2001-05-19,2.65,0.152,2.71
2001-05-20,2.71,0.0,2.53
2001-05-21,2.53,0.0,2.59
2001-05-22,2.59,6.35,2.95
2001-05-23,2.95,0.021,2.89
2001-05-24,2.89,0.0,2.8
2001-05-25,2.8,12.392,7.44
2001-05-26,7.44,1.5579999999999998,4.12
